time_open,time_close,side,entry,sl,tp,exit_price,R,MFE_R,MAE_R,module,gmt_hour,weekday,session_bucket,vwap_dist_atr,vwap_ext_atr,reclaim_atr,f_price_ema200,f_atr_pct,f_rel_vol,f_disp,f_h1_bias
1752660900,1752670386,BUY,24037.88,23948.60,24127.16,24127.43,1.0030,0.9918,-0.4744,VWAPX,7,3,Frankfurt,0.7250,1.6720,2.2250,-2.9949,86.0000,6.5500,2.3562,-1
1752758100,1752759066,BUY,24187.88,24166.12,24209.64,24211.53,1.0869,0.7652,-0.2918,VWAPX,10,4,London,-1.3115,1.5375,0.1885,0.5840,93.8000,0.6608,1.3299,1
1752855300,1752859494,BUY,24375.98,24277.32,24474.64,24273.63,-1.0374,0.0066,-0.9867,VWAPX,13,5,USOverlap,-1.1027,3.6742,0.3973,2.0195,82.8000,0.9819,0.7568,1
1753093800,1753094431,BUY,24308.18,24277.28,24339.08,24275.83,-1.0469,0.0000,-0.9822,VWAPX,7,1,Frankfurt,-0.4125,1.5269,1.0875,1.2876,37.8000,3.7469,1.1442,-1
1753181100,1753181746,BUY,24191.48,24156.14,24226.82,24155.93,-1.0059,0.1316,-0.9720,VWAPX,7,2,Frankfurt,-0.8125,1.8906,0.6875,-2.7482,48.4000,2.8376,0.8188,-1
1753265700,1753266830,BUY,24275.98,24186.53,24365.43,24183.93,-1.0291,0.1191,-0.9843,VWAPX,7,3,Frankfurt,0.3358,2.0200,1.8358,2.3501,77.8000,7.3951,1.3568,-1
1753380900,1753433623,BUY,24332.88,24229.37,24436.39,24228.38,-1.0096,0.0642,-0.9999,VWAPX,15,4,USOverlap,-1.0917,2.9841,0.4083,-0.0814,92.0000,0.9317,0.8472,1
1753460100,1753464870,BUY,24134.98,24071.59,24198.37,24203.63,1.0830,0.9883,-0.2737,VWAPX,13,5,USOverlap,0.3037,1.7627,1.8037,-5.1927,46.4000,2.1864,0.5600,-1
1753699501,1753703828,BUY,24343.98,24295.91,24392.05,24295.63,-1.0058,0.8248,-0.9850,VWAPX,7,1,Frankfurt,-1.0311,1.8648,0.4689,0.4753,88.4000,2.8425,2.6651,1
1753784100,1753786146,BUY,24115.08,24038.24,24191.92,24192.43,1.0066,0.9936,-0.1516,VWAPX,7,2,Frankfurt,0.8410,1.9365,2.3410,-2.3096,43.2000,6.5316,2.7636,-1
1753965900,1753969957,BUY,24318.18,24261.03,24375.33,24255.83,-1.0910,0.8513,-0.9860,VWAPX,9,4,London,-1.1372,1.9957,0.3628,0.9887,93.6000,0.8774,1.0744,1
1754046000,1754047620,BUY,23689.48,23646.82,23732.14,23642.13,-1.1099,0.7654,-0.9693,VWAPX,8,5,London,-1.0850,1.7465,0.4150,-9.9950,87.0000,2.2648,1.1269,-1
1754390700,1754391000,BUY,23868.68,23842.84,23894.52,23840.13,-1.1049,0.1722,-0.9888,VWAPX,7,2,Frankfurt,-0.9895,1.5241,0.5105,2.1652,44.2000,2.5053,1.1629,-1
1754480700,1754481398,BUY,23920.08,23888.65,23951.51,23888.53,-1.0038,0.3961,-0.9720,VWAPX,8,3,London,-1.2275,1.7080,0.2725,1.2911,74.0000,1.2742,1.2912,1
1754595900,1754596283,BUY,24140.38,24120.67,24160.09,24160.83,1.0375,0.9868,-0.4845,VWAPX,16,4,Late,-1.3835,1.5011,0.1165,2.7042,82.6000,0.7301,1.1653,1
