InpStartHour,InpEndHour,InpEndMinute,InpFvgMaxAgeBars,InpRiskPercent,total_trades,win_rate,profit_factor,max_drawdown,max_consecutive_losses,sharpe_ratio
10.0,13.0,23.0,3.0,0.5555,15,0.3333,0.98,0.0436,8,-0.12
8.0,8.0,30.0,1.0,0.2733,0,0.0,0.0,1.0,0,0.0
8.0,13.0,20.0,4.0,0.7348,28,0.25,0.66,0.0853,10,-4.11
11.0,8.0,41.0,2.0,0.4681,0,0.0,0.0,1.0,0,0.0
11.0,16.0,29.0,3.0,0.3323,22,0.2273,0.56,0.0344,8,-4.81
5.0,5.0,37.0,1.0,0.6206,0,0.0,0.0,1.0,0,0.0
6.0,13.0,40.0,1.0,0.5055,0,0.0,0.0,1.0,0,0.0
12.0,8.0,18.0,3.0,0.2917,0,0.0,0.0,1.0,0,0.0
9.0,11.0,31.0,2.0,0.4079,13,0.3077,0.87,0.0163,3,-0.49
7.0,10.0,24.0,4.0,0.6392,23,0.3913,1.27,0.0192,3,5.08
6.0,15.0,33.0,3.0,0.4953,49,0.3265,0.94,0.0512,6,-0.66
9.0,6.0,26.0,1.0,0.707,0,0.0,0.0,1.0,0,0.0
13.0,12.0,38.0,3.0,0.5928,0,0.0,0.0,1.0,0,0.0
6.0,9.0,16.0,2.0,0.3595,12,0.3333,0.99,0.0179,5,-0.04
5.0,12.0,27.0,2.0,0.2644,33,0.4242,1.46,0.0238,7,3.82
11.0,9.0,36.0,4.0,0.5331,0,0.0,0.0,1.0,0,0.0
10.0,14.0,21.0,2.0,0.6669,14,0.2857,0.74,0.0411,6,-0.91
8.0,7.0,43.0,3.0,0.3807,0,0.0,0.0,1.0,0,0.0
7.0,11.0,36.0,3.0,0.5182,25,0.28,0.76,0.0508,6,-3.13
10.0,10.0,28.0,2.0,0.3103,1,0.0,0.0,0.0031,1,-0.15
11.0,15.0,42.0,3.0,0.4285,26,0.4231,1.44,0.0212,5,4.63
5.0,6.0,20.0,1.0,0.65,0,0.0,0.0,1.0,0,0.0
6.0,15.0,23.0,1.0,0.726,0,0.0,0.0,1.0,0,0.0
13.0,6.0,31.0,3.0,0.4457,0,0.0,0.0,1.0,0,0.0
9.0,12.0,19.0,2.0,0.3157,11,0.1818,0.43,0.0189,6,-1.48
6.0,9.0,40.0,4.0,0.6059,16,0.3125,0.9,0.0418,6,-1.2
7.0,14.0,17.0,3.0,0.2752,34,0.2647,0.7,0.0433,12,-2.96
10.0,7.0,39.0,2.0,0.5536,0,0.0,0.0,1.0,0,0.0
12.0,11.0,24.0,4.0,0.6854,0,0.0,0.0,1.0,0,0.0
5.0,10.0,33.0,2.0,0.3934,34,0.4118,1.39,0.0311,5,5.19
4.0,13.0,44.0,2.0,0.4806,34,0.3824,1.22,0.043,7,2.55
11.0,8.0,22.0,3.0,0.6904,0,0.0,0.0,1.0,0,0.0
11.0,16.0,34.0,1.0,0.5704,0,0.0,0.0,1.0,0,0.0
8.0,5.0,27.0,3.0,0.3507,0,0.0,0.0,1.0,0,0.0
8.0,15.0,38.0,2.0,0.6257,23,0.4348,1.5,0.0193,3,3.58
10.0,6.0,15.0,4.0,0.4215,0,0.0,0.0,1.0,0,0.0
11.0,13.0,33.0,1.0,0.2857,0,0.0,0.0,1.0,0,0.0
4.0,8.0,26.0,3.0,0.5115,20,0.4,1.32,0.0352,7,3.7
5.0,11.0,21.0,3.0,0.6146,33,0.2424,0.64,0.0831,9,-5.0
12.0,10.0,44.0,1.0,0.3383,0,0.0,0.0,1.0,0,0.0
9.0,14.0,28.0,4.0,0.4546,22,0.4091,1.3,0.0169,3,1.66
7.0,7.0,35.0,2.0,0.7484,2,0.0,0.0,0.0149,2,-0.4
7.0,12.0,30.0,1.0,0.3867,0,0.0,0.0,1.0,0,0.0
9.0,9.0,37.0,3.0,0.6609,3,0.3333,0.99,0.0066,1,0.0
13.0,15.0,19.0,2.0,0.5467,5,0.2,0.48,0.0163,3,-0.39
6.0,6.0,42.0,3.0,0.2509,5,0.6,2.98,0.0025,1,0.95
5.0,14.0,31.0,4.0,0.3731,40,0.35,1.07,0.0552,13,0.83
12.0,7.0,24.0,2.0,0.5793,0,0.0,0.0,1.0,0,0.0
10.0,12.0,40.0,3.0,0.713,9,0.2222,0.56,0.0287,3,-0.59
8.0,9.0,17.0,2.0,0.4893,9,0.4444,1.58,0.0194,4,1.41
