time,open,high,low,close,tick_volume,spread,real_volume
2024-03-14 08:30:00,17996.95,18003.95,17995.95,18001.95,55,210,0
2024-03-14 08:45:00,18000.95,18004.45,17997.95,18000.95,56,210,0
2024-03-14 09:00:00,18000.95,18000.95,17993.95,17997.95,59,210,0
2024-03-14 09:15:00,17997.95,18011.45,17995.95,18010.95,88,210,0
2024-03-14 09:30:00,18010.95,18017.45,18009.95,18015.95,94,210,0
2024-03-14 09:45:00,18015.95,18026.45,18011.95,18026.45,94,210,0
2024-03-14 10:00:00,18025.95,18026.95,18001.75,18003.75,222,50,0
2024-03-14 10:15:00,18004.75,18020.75,18004.75,18019.75,147,50,0
2024-03-14 10:30:00,18018.75,18033.75,18016.75,18033.75,190,50,0
2024-03-14 10:45:00,18033.75,18047.25,18031.75,18042.25,207,50,0
2024-03-14 11:00:00,18043.25,18055.25,18036.25,18054.25,742,50,0
2024-03-14 11:15:00,18054.25,18069.75,18048.25,18052.75,561,50,0
2024-03-14 11:30:00,18052.75,18056.75,18027.75,18035.75,567,50,0
2024-03-14 11:45:00,18035.75,18039.75,18027.75,18038.75,523,50,0
2024-03-14 12:00:00,18038.75,18043.05,18025.75,18033.75,481,50,0
2024-03-14 12:15:00,18032.75,18044.75,18026.75,18030.75,410,50,0
2024-03-14 12:30:00,18030.75,18045.75,18025.75,18040.75,390,50,0
2024-03-14 12:45:00,18040.75,18046.75,18029.75,18044.75,350,50,0
2024-03-14 13:00:00,18044.75,18053.55,18041.75,18047.75,421,50,0
2024-03-14 13:15:00,18047.75,18056.75,18044.75,18052.75,312,50,0
2024-03-14 13:30:00,18052.75,18058.75,18046.75,18054.75,321,50,0
2024-03-14 13:45:00,18054.75,18055.75,18045.75,18051.75,257,50,0
2024-03-14 14:00:00,18051.75,18069.75,18050.75,18068.75,264,50,0
